Age,Gender,Location_Type,Budget_Range,Practical_Skills,Interest_Area,Work_Mode,Risk_Tolerance,Available_Time_Per_Day,Literacy_Level,Assets_Owned,Community_Support_Level,Recommended_Business_Idea,Business_Category,Feasibility_Score,User_Satisfaction
49,Female,Urban,Low,"Video Editing, Dairy Management, Reselling",Beauty,Outdoor,High,2,Primary,Land,High,Mehendi Services,Beauty,0.76,0.94
23,Female,Urban,Low,"Content Creation, Video Editing, Teaching",Agriculture,Home-based,Low,5,None,Phone + Internet,Medium,Dairy Farming,Agriculture,0.83,0.5
18,Female,Urban,Low,"Video Editing, Pickle Making, Paper Craft, Reselling",Agriculture,Home-based,Medium,5,Primary,Phone,Low,Poultry Business,Agriculture,0.61,0.94
27,Female,Rural,Low,"Pickle Making, Paper Craft",Domestic Services,Hybrid,Medium,4,Primary,Land + Vehicle,Medium,Babysitting,Domestic Services,0.83,0.72
41,Female,Rural,Medium,"Pickle Making, Digital Marketing, Teaching",E-commerce,Hybrid,Low,2,Secondary,Land,Medium,Handmade Products Store,E-commerce,0.74,0.89
23,Female,Semi-Urban,Low,"Reselling, Digital Marketing",Education,Outdoor,Medium,6,Primary,Land,Medium,Daycare Center,Education,0.93,0.57
33,Male,Semi-Urban,Low,"Dairy Management, Hair Styling, Daycare Management, Sewing",Beauty,Outdoor,Medium,7,Secondary,None,High,Home Salon,Beauty,0.62,0.71
30,Female,Urban,Medium,"Sewing, Pickle Making, Daycare Management, Dairy Management",E-commerce,Outdoor,Medium,4,None,Land,Medium,Handmade Products Store,E-commerce,0.74,0.57
36,Female,Urban,High,"Paper Craft, Dairy Management, Poultry Care",Food & Beverage,Outdoor,Low,9,Secondary,Phone,Low,Homemade Pickles,Food & Beverage,0.47,0.75
43,Female,Urban,High,"Content Creation, Home Cleaning, Paper Craft",Creative Services,Home-based,Low,3,None,Land + Vehicle,Medium,Photography Studio,Creative Services,0.41,0.72
41,Female,Semi-Urban,Medium,"Dairy Management, Hair Styling, Food Delivery",Education,Hybrid,Medium,10,None,Internet,Medium,Daycare Center,Education,0.73,0.5
48,Female,Urban,Low,"Cooking, Candle Making, Crafting",Agriculture,Hybrid,Low,5,Primary,Phone + Internet,Low,Poultry Business,Agriculture,0.65,0.88
43,Female,Semi-Urban,Low,"Daycare Management, Mushroom Cultivation",Agriculture,Outdoor,High,5,None,Phone + Internet,Medium,Dairy Farming,Agriculture,0.52,0.94
29,Female,Urban,Low,"Hair Styling, Reselling, Crafting, Mobile Repair",Technology,Home-based,Low,10,Primary,Vehicle,Low,Digital Marketing Agency,Technology,0.85,0.6
40,Female,Urban,Low,"Hair Styling, Home Cleaning",Agriculture,Home-based,Medium,8,Primary,Vehicle,Medium,Dairy Farming,Agriculture,0.56,0.67
44,Male,Rural,Medium,"Mobile Repair, Embroidery, Food Delivery",Technology,Outdoor,Low,5,None,Internet,Medium,Digital Marketing Agency,Technology,0.6,0.68
44,Female,Urban,Medium,"Tailoring, Food Delivery",Creative Services,Home-based,Medium,9,Secondary,Phone,Low,Content Creation Agency,Creative Services,0.73,0.87
30,Female,Rural,Medium,"Hair Styling, Crafting, Mobile Repair",Agriculture,Outdoor,Medium,3,None,Phone + Internet,Low,Dairy Farming,Agriculture,0.52,0.92
36,Male,Rural,Low,"Paper Craft, Makeup",Beauty,Home-based,Medium,4,None,Vehicle,Low,Home Salon,Beauty,0.43,0.95
21,Female,Rural,Low,"Video Editing, Photography, Home Cleaning, Embroidery",Technology,Home-based,High,4,Primary,Phone,High,Mobile Repair Shop,Technology,0.54,0.6
24,Female,Rural,Low,"Embroidery, Teaching, Digital Marketing, Hair Styling",Technology,Outdoor,Low,10,None,Phone,High,Digital Marketing Agency,Technology,0.41,0.7
39,Female,Urban,High,"Tailoring, Daycare Management, Mushroom Cultivation, Baking",Beauty,Hybrid,High,5,Secondary,Phone,High,Home Salon,Beauty,0.83,1.0
41,Female,Urban,Low,"Poultry Care, Reselling, Home Cleaning",Beauty,Hybrid,Medium,9,Secondary,Vehicle,High,Mehendi Services,Beauty,0.81,0.84
50,Female,Urban,High,"Video Editing, Food Delivery",E-commerce,Outdoor,Low,6,Secondary,Phone,High,Handmade Products Store,E-commerce,0.81,0.76
32,Female,Urban,Low,"Baking, Photography, Content Creation",Food & Beverage,Outdoor,Medium,4,None,Land,High,Homemade Pickles,Food & Beverage,0.49,0.54
49,Female,Semi-Urban,Medium,"Photography, Content Creation, Dairy Management, Makeup",Food & Beverage,Outdoor,High,4,None,Vehicle,Low,Tiffin Service,Food & Beverage,0.63,1.0
24,Female,Semi-Urban,Low,"Candle Making, Paper Craft",Domestic Services,Hybrid,Medium,8,Secondary,Vehicle,High,Cleaning Services,Domestic Services,0.49,0.78
37,Male,Rural,Medium,"Daycare Management, Hair Styling, Teaching",Apparel,Home-based,High,8,Secondary,Phone,High,Fabric Painting,Apparel,0.81,0.57
18,Female,Semi-Urban,Low,"Mobile Repair, Mushroom Cultivation, Video Editing",E-commerce,Outdoor,Low,6,None,Land + Vehicle,Low,Online Reselling,E-commerce,0.92,0.76
37,Male,Urban,Low,"Home Cleaning, Paper Craft, Embroidery, Daycare Management",E-commerce,Home-based,Low,7,None,Phone + Internet,Low,Handmade Products Store,E-commerce,0.89,0.82
38,Male,Urban,Low,"Home Cleaning, Video Editing, Embroidery",E-commerce,Home-based,Medium,8,Primary,Land + Vehicle,Medium,Dropshipping,E-commerce,0.6,0.54
42,Female,Semi-Urban,High,"Cooking, Poultry Care",Art & Craft,Home-based,High,5,Primary,Phone + Internet,Low,Candle Making,Art & Craft,0.66,0.81
54,Female,Rural,Low,"Candle Making, Makeup, Daycare Management",Food & Beverage,Hybrid,Medium,5,None,Vehicle,Medium,Snack Stall,Food & Beverage,0.82,0.96
42,Female,Rural,Medium,"Crafting, Embroidery, Content Creation",Agriculture,Hybrid,High,4,None,Land,High,Dairy Farming,Agriculture,0.67,0.51
31,Female,Semi-Urban,Low,"Home Cleaning, Cooking",Apparel,Outdoor,Low,4,None,Land + Vehicle,Medium,Tailoring Business,Apparel,0.59,0.51
34,Male,Rural,Low,"Makeup, Embroidery",Art & Craft,Hybrid,Low,10,None,None,High,Jewelry Design,Art & Craft,0.79,0.74
40,Male,Rural,Medium,"Sewing, Candle Making, Baking",Beauty,Outdoor,High,7,None,Vehicle,Low,Home Salon,Beauty,0.75,0.61
26,Female,Urban,Medium,"Mobile Repair, Home Cleaning",Education,Hybrid,Low,6,None,Phone,Low,Daycare Center,Education,0.8,0.74
40,Male,Rural,Medium,"Farming, Cooking",Technology,Hybrid,High,4,Primary,Vehicle,Medium,Digital Marketing Agency,Technology,0.92,0.71
44,Female,Rural,Medium,"Food Delivery, Mushroom Cultivation, Mobile Repair",Agriculture,Home-based,Low,2,Secondary,Phone + Internet,Low,Dairy Farming,Agriculture,0.67,0.55
42,Female,Urban,Low,"Cooking, Daycare Management, Home Cleaning, Digital Marketing",Apparel,Outdoor,High,10,None,Land + Vehicle,High,Embroidery Shop,Apparel,0.92,0.73
38,Male,Rural,Low,"Food Delivery, Pickle Making, Makeup",Food & Beverage,Home-based,High,4,None,Phone + Internet,High,Snack Stall,Food & Beverage,0.71,0.53
32,Female,Rural,Low,"Makeup, Dairy Management, Candle Making, Mushroom Cultivation",Food & Beverage,Hybrid,Low,2,Primary,Land + Vehicle,High,Homemade Pickles,Food & Beverage,0.86,0.92
24,Female,Semi-Urban,High,"Photography, Embroidery, Content Creation, Tailoring",Beauty,Home-based,Medium,5,Primary,Phone,Medium,Mehendi Services,Beauty,0.6,0.77
26,Female,Urban,Low,"Home Cleaning, Poultry Care, Video Editing",Art & Craft,Hybrid,Medium,7,Primary,Phone,Medium,Jewelry Design,Art & Craft,0.43,0.94
52,Male,Rural,Medium,"Pickle Making, Digital Marketing",E-commerce,Outdoor,Low,8,Primary,None,Medium,Online Reselling,E-commerce,0.8,0.79
49,Female,Rural,Low,"Embroidery, Mobile Repair",Food & Beverage,Hybrid,High,7,Primary,Phone + Internet,High,Tiffin Service,Food & Beverage,0.47,0.85
35,Female,Urban,Low,"Paper Craft, Cooking, Video Editing, Farming",E-commerce,Hybrid,High,7,None,None,Low,Dropshipping,E-commerce,0.58,0.52
48,Female,Semi-Urban,Medium,"Reselling, Cooking, Pickle Making, Home Cleaning",Education,Hybrid,High,9,None,Phone,Low,Home Tuition,Education,0.61,0.62
21,Male,Urban,Medium,"Embroidery, Paper Craft",Education,Hybrid,Medium,3,None,Phone + Internet,Medium,Spoken English Classes,Education,0.94,0.94
43,Female,Rural,Low,"Digital Marketing, Poultry Care",Technology,Outdoor,Low,2,Secondary,Internet,High,Digital Marketing Agency,Technology,0.86,0.96
36,Female,Urban,High,"Poultry Care, Digital Marketing",Domestic Services,Hybrid,Medium,8,Primary,Internet,High,Babysitting,Domestic Services,0.58,0.57
39,Female,Rural,Low,"Cooking, Crafting, Baking",Education,Home-based,Medium,10,None,None,Low,Spoken English Classes,Education,0.8,0.83
40,Female,Semi-Urban,Medium,"Daycare Management, Mobile Repair",Domestic Services,Hybrid,Medium,3,Primary,Phone + Internet,Medium,Babysitting,Domestic Services,0.94,0.7
45,Female,Urban,Medium,"Paper Craft, Poultry Care",Agriculture,Home-based,Low,6,Primary,Phone,High,Poultry Business,Agriculture,0.43,0.56
42,Female,Semi-Urban,Medium,"Embroidery, Pickle Making",Beauty,Home-based,Low,5,None,Land,High,Mehendi Services,Beauty,0.77,0.87
46,Female,Rural,Low,"Teaching, Reselling, Embroidery",Apparel,Home-based,High,7,Secondary,Phone,Medium,Embroidery Shop,Apparel,0.48,0.53
23,Female,Urban,Low,"Candle Making, Pickle Making",Creative Services,Hybrid,Low,10,Primary,Phone,Low,Photography Studio,Creative Services,0.65,0.63
52,Female,Rural,Low,"Crafting, Mobile Repair",Food & Beverage,Hybrid,High,10,Primary,Land + Vehicle,Medium,Spice Mixing,Food & Beverage,0.69,0.93
23,Male,Rural,Low,"Crafting, Daycare Management, Pickle Making",Domestic Services,Home-based,Medium,9,None,None,High,Cleaning Services,Domestic Services,0.49,0.83
32,Female,Semi-Urban,Low,"Pickle Making, Home Cleaning, Daycare Management",E-commerce,Hybrid,High,4,Secondary,Land,Low,Handmade Products Store,E-commerce,0.75,0.98
28,Male,Rural,Low,"Pickle Making, Reselling, Food Delivery, Mushroom Cultivation",E-commerce,Hybrid,Low,5,None,Land,Low,Handmade Products Store,E-commerce,0.46,0.5
20,Female,Rural,High,"Baking, Mobile Repair",Agriculture,Outdoor,Medium,3,Secondary,Vehicle,Medium,Poultry Business,Agriculture,0.95,0.52
24,Female,Urban,Medium,"Mobile Repair, Reselling, Video Editing, Baking",Education,Home-based,High,3,Primary,Phone,High,Home Tuition,Education,0.45,0.59
54,Female,Rural,High,"Video Editing, Baking",E-commerce,Outdoor,High,4,None,Phone + Internet,Medium,Online Reselling,E-commerce,0.66,0.61
33,Female,Urban,Low,"Home Cleaning, Tailoring, Photography",Agriculture,Hybrid,High,2,Secondary,Internet,Medium,Poultry Business,Agriculture,0.57,0.91
33,Female,Rural,Low,"Sewing, Mobile Repair, Cooking",Education,Home-based,Low,5,Primary,Vehicle,Medium,Daycare Center,Education,0.86,0.52
31,Female,Rural,Low,"Candle Making, Video Editing, Hair Styling, Baking",E-commerce,Home-based,Low,9,Primary,Phone + Internet,Low,Dropshipping,E-commerce,0.64,0.95
39,Female,Semi-Urban,Medium,"Photography, Dairy Management, Candle Making",Technology,Outdoor,High,9,None,Vehicle,High,YouTube Channel,Technology,0.73,0.67
23,Female,Semi-Urban,High,"Teaching, Pickle Making, Daycare Management",Agriculture,Home-based,Low,2,None,Internet,Medium,Dairy Farming,Agriculture,0.89,0.86
34,Female,Semi-Urban,High,"Cooking, Poultry Care",Creative Services,Hybrid,Low,5,Secondary,Internet,High,Video Editing Service,Creative Services,0.67,0.67
49,Female,Rural,Medium,"Crafting, Candle Making",Domestic Services,Home-based,High,10,Secondary,None,High,Home Cook,Domestic Services,0.89,0.71
55,Female,Rural,Low,"Makeup, Paper Craft",Creative Services,Home-based,High,10,None,Phone,Medium,Photography Studio,Creative Services,0.68,0.98
52,Female,Urban,Low,"Teaching, Mobile Repair, Daycare Management, Pickle Making",Art & Craft,Outdoor,High,6,Primary,Internet,High,Paper Crafts,Art & Craft,0.63,0.59
36,Male,Rural,Low,"Content Creation, Daycare Management",Apparel,Outdoor,Medium,3,Secondary,Phone,High,Fabric Painting,Apparel,0.68,0.84
37,Female,Rural,Low,"Cooking, Candle Making, Embroidery",Art & Craft,Home-based,Low,6,Primary,Land,High,Paper Crafts,Art & Craft,0.89,0.95
48,Female,Rural,Low,"Photography, Home Cleaning, Digital Marketing",Agriculture,Home-based,Medium,8,Secondary,Phone,Low,Mushroom Cultivation,Agriculture,0.75,0.97
38,Female,Rural,Low,"Cooking, Hair Styling",Food & Beverage,Hybrid,High,3,None,Phone + Internet,High,Snack Stall,Food & Beverage,0.87,0.9
47,Female,Semi-Urban,Low,"Hair Styling, Digital Marketing, Embroidery, Pickle Making",Education,Home-based,Low,8,Primary,Land + Vehicle,Low,Daycare Center,Education,0.65,0.81
44,Female,Rural,High,"Digital Marketing, Crafting, Baking",Food & Beverage,Hybrid,Low,5,None,Phone + Internet,Low,Homemade Pickles,Food & Beverage,0.86,0.57
28,Female,Semi-Urban,Low,"Poultry Care, Embroidery, Digital Marketing",Domestic Services,Outdoor,Low,3,Primary,None,Low,Cleaning Services,Domestic Services,0.52,0.69
50,Male,Urban,Low,"Dairy Management, Video Editing",Food & Beverage,Home-based,Low,6,Primary,Land,Medium,Tiffin Service,Food & Beverage,0.43,0.89
24,Female,Rural,Low,"Crafting, Reselling, Content Creation",Beauty,Home-based,Medium,3,Primary,Land,High,Mehendi Services,Beauty,0.82,0.72
51,Male,Semi-Urban,Medium,"Pickle Making, Content Creation, Tailoring, Paper Craft",Creative Services,Hybrid,Medium,7,Primary,None,Medium,Content Creation Agency,Creative Services,0.89,0.92
20,Male,Rural,Low,"Dairy Management, Food Delivery, Daycare Management, Tailoring",Domestic Services,Home-based,High,3,None,Vehicle,High,Babysitting,Domestic Services,0.62,0.82
35,Female,Semi-Urban,Low,"Pickle Making, Embroidery, Tailoring, Makeup",E-commerce,Home-based,Low,8,Secondary,Internet,Medium,Online Reselling,E-commerce,0.65,0.68
41,Female,Semi-Urban,Low,"Sewing, Video Editing, Digital Marketing",Beauty,Hybrid,Medium,7,Secondary,Phone + Internet,Low,Mehendi Services,Beauty,0.86,0.97
41,Female,Rural,Medium,"Food Delivery, Hair Styling, Farming",Technology,Outdoor,Low,9,Secondary,Land,Medium,Digital Marketing Agency,Technology,0.62,0.58
41,Male,Urban,Low,"Farming, Pickle Making, Cooking",Agriculture,Outdoor,Medium,2,Secondary,Land + Vehicle,Low,Dairy Farming,Agriculture,0.65,0.8
28,Female,Semi-Urban,Low,"Home Cleaning, Farming, Baking, Food Delivery",Food & Beverage,Outdoor,Medium,6,None,Phone,Low,Spice Mixing,Food & Beverage,0.47,0.55
23,Female,Rural,High,"Candle Making, Farming",Education,Home-based,High,9,Primary,Land + Vehicle,Low,Spoken English Classes,Education,0.88,0.72
18,Female,Rural,Low,"Farming, Hair Styling",Creative Services,Hybrid,Medium,7,None,Land,Medium,Video Editing Service,Creative Services,0.7,0.94
41,Female,Semi-Urban,Low,"Baking, Home Cleaning, Cooking",Creative Services,Outdoor,Medium,5,Secondary,Phone + Internet,Low,Video Editing Service,Creative Services,0.59,0.75
28,Male,Urban,Low,"Digital Marketing, Crafting, Daycare Management",Food & Beverage,Home-based,Low,6,Primary,Phone + Internet,Medium,Homemade Pickles,Food & Beverage,0.63,0.53
45,Female,Urban,Medium,"Dairy Management, Paper Craft",Beauty,Home-based,High,6,Secondary,Land,Medium,Mehendi Services,Beauty,0.77,0.69
55,Female,Semi-Urban,High,"Mushroom Cultivation, Video Editing, Photography",Food & Beverage,Hybrid,Medium,4,None,Phone,Low,Spice Mixing,Food & Beverage,0.57,0.91
24,Female,Rural,High,"Candle Making, Embroidery, Crafting, Home Cleaning",Apparel,Home-based,High,10,Primary,Internet,Medium,Fabric Painting,Apparel,0.69,0.82
36,Female,Rural,Low,"Mushroom Cultivation, Poultry Care, Video Editing, Cooking",Apparel,Outdoor,Low,9,Primary,Vehicle,Low,Tailoring Business,Apparel,0.61,0.61
39,Female,Rural,Low,"Baking, Teaching, Dairy Management",Agriculture,Outdoor,Low,5,Primary,Land + Vehicle,Medium,Dairy Farming,Agriculture,0.84,0.96
33,Male,Urban,Low,"Farming, Video Editing, Cooking",Art & Craft,Home-based,Medium,5,Secondary,Land + Vehicle,High,Jewelry Design,Art & Craft,0.48,0.62
46,Female,Rural,High,"Hair Styling, Cooking, Reselling",E-commerce,Hybrid,Medium,10,Secondary,Phone + Internet,High,Dropshipping,E-commerce,0.57,0.58
23,Female,Urban,Low,"Crafting, Teaching, Tailoring, Embroidery",Food & Beverage,Outdoor,High,10,Primary,Phone,Low,Tiffin Service,Food & Beverage,0.64,0.9
31,Female,Semi-Urban,Low,"Digital Marketing, Candle Making, Photography, Embroidery",Education,Hybrid,High,5,None,Land,Medium,Daycare Center,Education,0.95,0.62
20,Female,Rural,Medium,"Digital Marketing, Home Cleaning, Embroidery, Makeup",Food & Beverage,Outdoor,High,2,Secondary,Internet,High,Homemade Pickles,Food & Beverage,0.87,0.98
41,Female,Urban,Low,"Video Editing, Teaching, Candle Making, Photography",Education,Hybrid,Low,10,Primary,Internet,Low,Home Tuition,Education,0.9,0.81
27,Male,Semi-Urban,Low,"Home Cleaning, Photography, Crafting",E-commerce,Home-based,High,9,Primary,None,High,Handmade Products Store,E-commerce,0.5,0.91
28,Female,Semi-Urban,Low,"Home Cleaning, Paper Craft, Dairy Management",Education,Outdoor,Low,3,None,Vehicle,Low,Daycare Center,Education,0.63,0.61
41,Male,Rural,Low,"Reselling, Embroidery, Sewing, Pickle Making",Apparel,Home-based,Medium,8,Secondary,Land + Vehicle,High,Tailoring Business,Apparel,0.61,0.94
26,Female,Rural,Low,"Home Cleaning, Reselling, Content Creation, Digital Marketing",E-commerce,Hybrid,Low,8,Primary,None,Medium,Dropshipping,E-commerce,0.71,0.62
27,Female,Semi-Urban,Low,"Video Editing, Mushroom Cultivation, Tailoring, Reselling",Creative Services,Home-based,Medium,2,Secondary,None,High,Photography Studio,Creative Services,0.92,0.99
43,Female,Semi-Urban,Low,"Crafting, Digital Marketing",Agriculture,Hybrid,Medium,5,Secondary,Vehicle,Low,Mushroom Cultivation,Agriculture,0.82,0.7
18,Female,Urban,Low,"Cooking, Daycare Management, Pickle Making, Photography",Apparel,Hybrid,Medium,4,Primary,Internet,Medium,Fabric Painting,Apparel,0.59,0.79
27,Female,Urban,Low,"Tailoring, Home Cleaning, Video Editing, Baking",Creative Services,Hybrid,Low,9,None,Land,High,Content Creation Agency,Creative Services,0.47,0.74
20,Male,Urban,Low,"Tailoring, Teaching, Food Delivery, Candle Making",Creative Services,Hybrid,Medium,7,Primary,None,High,Video Editing Service,Creative Services,0.45,0.91
45,Female,Semi-Urban,Low,"Mobile Repair, Home Cleaning, Sewing, Tailoring",Technology,Home-based,Low,7,Primary,Land,High,Mobile Repair Shop,Technology,0.76,0.99
22,Female,Rural,Medium,"Video Editing, Food Delivery",Technology,Outdoor,Low,3,None,Vehicle,Medium,Digital Marketing Agency,Technology,0.94,0.73
55,Female,Semi-Urban,Medium,"Candle Making, Content Creation, Farming, Paper Craft",Apparel,Home-based,High,6,None,Vehicle,Medium,Fabric Painting,Apparel,0.78,0.82
41,Female,Urban,Medium,"Daycare Management, Hair Styling",Technology,Home-based,High,3,Secondary,None,Low,Digital Marketing Agency,Technology,0.43,0.74
44,Female,Rural,Low,"Pickle Making, Paper Craft",Education,Hybrid,Low,5,None,Land + Vehicle,High,Home Tuition,Education,0.46,0.81
34,Female,Rural,Low,"Cooking, Photography",Domestic Services,Home-based,High,4,Primary,Land,Low,Cleaning Services,Domestic Services,0.76,0.5
50,Male,Urban,Low,"Photography, Candle Making, Teaching, Embroidery",E-commerce,Home-based,Low,5,Primary,Land,High,Online Reselling,E-commerce,0.57,0.84
28,Female,Semi-Urban,Low,"Food Delivery, Home Cleaning",Domestic Services,Home-based,Medium,8,Secondary,Internet,Medium,Babysitting,Domestic Services,0.9,0.69
27,Female,Semi-Urban,Low,"Dairy Management, Food Delivery, Reselling, Teaching",Domestic Services,Home-based,Low,4,Secondary,Land + Vehicle,Medium,Cleaning Services,Domestic Services,0.72,0.68
48,Female,Rural,Medium,"Crafting, Pickle Making, Embroidery",Apparel,Hybrid,Medium,10,None,Phone,High,Embroidery Shop,Apparel,0.75,0.68
35,Female,Semi-Urban,Medium,"Home Cleaning, Candle Making, Mushroom Cultivation",Apparel,Outdoor,Low,6,Secondary,Vehicle,Medium,Embroidery Shop,Apparel,0.47,0.8
36,Male,Rural,Low,"Pickle Making, Video Editing",Domestic Services,Outdoor,Low,3,None,Land,High,Cleaning Services,Domestic Services,0.51,0.74
55,Female,Rural,Low,"Makeup, Pickle Making, Digital Marketing",Beauty,Hybrid,High,6,None,Phone,Medium,Mehendi Services,Beauty,0.64,0.72
